alert_id,timestamp,incident_priority,alert_type,cve_score,ip_reputation_score,login_attempts,cpu_usage_percent,memory_usage_percent,payload_size,source_ip,user_role,system_context,geolocation
ALERT_0006727,2023-08-17 11:52:30.700444,Low,Brute Force,1.7,25.0,1.0,40.1,88.1,882.0,,Support,Database,Denmark
ALERT_0001056,2023-02-08 03:21:58.889572,Low,Phishing,0.1,83.1,,33.6,91.6,,180.111.200.156,Support,Web Server,Sao Tome and Principe
ALERT_0001407,2023-02-20 03:55:48.879972,Low,Data Exfiltration,,58.9,1.0,,61.3,1427.0,108.8.161.22,,,South Georgia and the South Sandwich Islands
ALERT_0003768,2023-05-11 21:21:38.977515,Low,Malware,5.0,30.0,3.0,24.5,61.4,360.0,,,Database,Malta
ALERT_0000602,2023-01-23 07:58:54.404132,Medium,,6.9,68.7,,100.0,,2486.0,,Developer,Web Server,Kyrgyz Republic
ALERT_0001384,2023-02-19 00:39:40.241616,Low,Phishing,,66.7,1.0,37.8,21.1,576.0,,Finance,Endpoint,Niger
ALERT_0003333,2023-04-27 23:57:23.795636,Low,Phishing,3.9,59.0,1.0,43.2,52.0,0.0,48.235.76.155,Support,API Gateway,Togo
ALERT_0002119,2023-03-17 08:39:51.816325,Low,Malware,2.5,82.1,1.0,31.3,66.2,376.0,,Support,Database,Canada
ALERT_0004320,2023-05-30 06:52:10.702343,Low,,2.0,74.0,1.0,49.8,87.0,966.0,215.153.161.237,Support,Web Server,Libyan Arab Jamahiriya
ALERT_0001913,2023-03-10 06:56:20.284974,Low,DDoS,1.2,71.4,5.0,58.4,100.0,2735.0,29.215.27.127,,Endpoint,Bangladesh
ALERT_0003685,2023-05-09 12:15:09.767416,Low,Phishing,0.0,79.0,5.0,21.4,,539.0,11.200.63.218,Developer,Endpoint,Barbados
ALERT_0007583,2023-09-16 05:01:47.034890,Critical,,5.7,40.3,17.0,100.0,80.0,2791.0,213.101.30.122,,Web Server,Australia
ALERT_0004814,2023-06-15 01:28:04.742187,Low,Brute Force,2.7,39.1,4.0,61.7,45.2,748.0,68.78.58.133,Developer,Endpoint,Ireland
ALERT_0001741,2023-03-04 10:16:55.326151,Low,,0.5,67.6,3.0,55.1,57.4,1130.0,194.253.3.116,Finance,API Gateway,Macao
ALERT_0005040,2023-06-22 01:54:45.174709,High,,7.1,17.4,,87.7,100.0,2342.0,,,API Gateway,Argentina
ALERT_0000928,2023-02-03 09:52:02.340069,Low,Malware,0.0,40.9,,39.1,63.5,345.0,,Support,Web Server,Aruba
ALERT_0005139,2023-06-24 23:01:23.961211,Low,Phishing,1.0,25.3,1.0,18.6,,,199.100.241.4,,Database,
ALERT_0003579,2023-05-05 19:05:11.546114,Low,Brute Force,1.1,19.4,4.0,8.7,60.3,1109.0,10.2.64.165,Developer,Database,Algeria
ALERT_0004443,2023-06-02 20:28:45.673626,Low,,0.6,77.7,1.0,16.7,62.5,1503.0,153.161.39.228,,API Gateway,Vanuatu
ALERT_0007473,2023-09-12 22:41:32.764506,Low,Brute Force,2.8,61.2,1.0,58.9,77.6,666.0,181.69.192.196,,Endpoint,United States of America
ALERT_0007129,2023-09-01 05:15:58.830149,High,,4.9,40.0,19.0,79.7,100.0,4221.0,52.214.208.28,,Web Server,
ALERT_0000240,2023-01-09 06:26:05.039494,Medium,,6.4,23.7,,77.5,100.0,1151.0,,Admin,API Gateway,Namibia
ALERT_0002967,2023-04-14 05:16:10.758142,Low,Phishing,,75.9,1.0,61.6,53.8,0.0,,Support,Cloud Instance,
ALERT_0003543,2023-05-04 13:34:36.769095,Low,Brute Force,2.7,57.3,7.0,42.5,15.4,981.0,49.11.18.55,Support,API Gateway,
ALERT_0006207,2023-07-31 06:28:06.254754,Low,Brute Force,4.3,51.9,2.0,76.2,64.0,0.0,25.5.99.10,Developer,Web Server,
ALERT_0003211,2023-04-23 17:14:25.385809,Low,Brute Force,,77.4,1.0,0.0,9.6,2598.0,,,API Gateway,Estonia
ALERT_0000102,2023-01-04 05:39:24.042090,Low,,1.9,82.0,1.0,49.1,72.4,433.0,171.94.16.148,Support,,South Georgia and the South Sandwich Islands
ALERT_0000319,2023-01-12 07:34:59.108403,Low,Malware,1.2,60.4,1.0,60.4,36.3,,133.26.99.0,Admin,Web Server,Timor-Leste
ALERT_0004582,2023-06-07 00:34:09.506490,Low,,1.8,78.0,1.0,30.1,50.0,259.0,,Developer,Endpoint,Australia
ALERT_0003188,2023-04-22 17:24:35.966519,Low,Malware,2.6,24.0,1.0,10.6,,,,Support,API Gateway,Vietnam
ALERT_0000534,2023-01-20 02:32:09.594272,Medium,Brute Force,,26.3,6.0,,86.5,2482.0,,Developer,Web Server,Jordan
ALERT_0000738,2023-01-27 14:47:42.711049,Medium,,6.5,34.7,5.0,21.1,80.7,287.0,,Finance,Cloud Instance,Cape Verde
ALERT_0001245,2023-02-14 19:45:54.226002,Medium,Brute Force,5.5,56.3,13.0,45.1,60.4,,,Support,API Gateway,British Indian Ocean Territory (Chagos Archipelago)
ALERT_0001143,2023-02-10 14:39:54.884950,Low,Malware,3.7,73.4,1.0,16.0,,0.0,,,Cloud Instance,Nauru
ALERT_0004348,2023-05-31 09:56:58.347629,Low,DDoS,0.3,40.3,2.0,,26.9,624.0,,,Endpoint,Egypt
ALERT_0007288,2023-09-06 06:25:16.925687,Low,DDoS,3.1,86.9,1.0,36.0,58.6,,133.243.102.215,,API Gateway,Nepal
ALERT_0006527,2023-08-10 15:45:23.556716,Low,Brute Force,0.6,68.4,1.0,40.8,57.7,290.0,,Contractor,,South Africa
ALERT_0001329,2023-02-16 23:04:32.276251,Medium,Malware,,10.9,7.0,33.7,77.7,,,Admin,Web Server,Ghana
ALERT_0007098,2023-08-31 07:51:00.350049,Low,Brute Force,0.9,64.8,3.0,21.6,30.1,1405.0,64.90.189.156,Admin,Endpoint,Afghanistan
ALERT_0006614,2023-08-13 20:03:57.479099,Low,Data Exfiltration,3.9,28.7,,16.3,46.3,2799.0,,Support,API Gateway,Slovakia (Slovak Republic)
ALERT_0001929,2023-03-10 22:30:56.961664,Low,Brute Force,2.0,53.9,2.0,55.3,84.5,0.0,,,Cloud Instance,Burkina Faso
ALERT_0005005,2023-06-21 04:05:47.511631,Low,Brute Force,0.4,21.5,2.0,77.1,38.8,377.0,,Developer,API Gateway,
ALERT_0000497,2023-01-19 03:32:09.164810,Low,,2.2,52.8,4.0,57.5,65.7,424.0,177.69.154.242,Developer,API Gateway,Lesotho
ALERT_0007545,2023-09-15 00:58:46.159185,Low,Brute Force,4.2,67.1,,43.4,35.2,,,Support,Database,Palestinian Territory
ALERT_0002772,2023-04-07 10:38:00.222923,Low,,,81.9,3.0,18.2,53.2,656.0,,Developer,,Guam
ALERT_0000473,2023-01-18 03:40:22.059993,Low,Brute Force,1.9,70.7,1.0,25.1,22.9,0.0,,Developer,Database,Gambia
ALERT_0005051,2023-06-22 07:57:56.219168,Low,Data Exfiltration,3.5,61.0,4.0,75.1,78.1,387.0,,Admin,Database,Australia
ALERT_0004077,2023-05-21 15:23:15.137010,Low,Phishing,0.0,66.4,,36.4,57.8,0.0,,Finance,Database,United States Minor Outlying Islands
ALERT_0003917,2023-05-16 21:22:46.277554,Low,Malware,0.8,56.4,,35.4,53.6,2212.0,,Contractor,Database,Micronesia
ALERT_0000545,2023-01-20 13:38:32.199152,Medium,Brute Force,2.0,39.0,,73.2,66.2,2320.0,,Finance,Database,
ALERT_0004177,2023-05-25 12:13:49.409401,Low,Brute Force,2.2,77.3,1.0,26.1,33.5,612.0,207.22.100.61,,Web Server,United States of America
ALERT_0001243,2023-02-14 17:10:23.922707,Low,Phishing,4.5,18.5,1.0,21.9,69.7,2105.0,,Contractor,Database,Congo
ALERT_0007331,2023-09-07 23:06:23.156350,Low,Phishing,0.3,69.4,1.0,35.2,52.9,1138.0,,Admin,Web Server,Timor-Leste
ALERT_0005539,2023-07-08 02:18:28.581783,Low,Phishing,1.3,42.7,1.0,22.4,,858.0,135.209.123.1,,Web Server,Belize
ALERT_0000335,2023-01-12 21:07:23.830274,High,,7.1,22.9,16.0,62.2,80.6,1433.0,,Contractor,Web Server,Anguilla
ALERT_0007133,2023-09-01 08:00:57.114470,Low,Phishing,0.2,70.5,1.0,30.4,60.1,1926.0,163.198.137.123,Support,Endpoint,Netherlands Antilles
ALERT_0001316,2023-02-16 15:58:36.906771,Medium,,,51.2,2.0,23.1,95.2,4953.0,53.189.35.59,Support,API Gateway,Palau
ALERT_0001920,2023-03-10 11:09:44.495983,Low,Malware,1.1,43.8,1.0,22.4,,390.0,,Support,,Netherlands
ALERT_0002185,2023-03-19 06:48:50.458264,Low,Malware,,78.5,1.0,61.9,73.5,1474.0,,Finance,Web Server,Saint Pierre and Miquelon
ALERT_0003862,2023-05-15 03:39:41.435363,Low,Malware,0.6,57.0,1.0,60.7,45.9,0.0,154.25.74.188,,Database,Saint Lucia
ALERT_0007410,2023-09-11 08:19:06.766111,Low,,1.7,42.9,4.0,47.2,71.3,2123.0,185.24.17.6,Finance,Endpoint,Chad
ALERT_0004646,2023-06-09 01:43:12.915339,Low,DDoS,2.8,76.7,1.0,56.5,23.4,992.0,98.28.11.149,Admin,API Gateway,
ALERT_0000133,2023-01-05 07:22:42.365098,Low,Malware,1.8,85.9,1.0,56.5,,2703.0,,Finance,Endpoint,Burkina Faso
ALERT_0003961,2023-05-18 00:25:56.205325,Low,Brute Force,3.8,52.4,1.0,79.4,70.4,928.0,,Finance,Cloud Instance,Philippines
ALERT_0006352,2023-08-04 21:43:01.506447,Low,Malware,1.2,61.9,1.0,20.6,,1312.0,,,,Angola
ALERT_0002246,2023-03-21 02:41:02.956375,Low,Brute Force,2.7,83.8,1.0,29.3,43.8,,,Developer,Cloud Instance,Russian Federation
ALERT_0000541,2023-01-20 10:50:14.241522,Medium,Brute Force,,55.1,,25.9,56.9,0.0,,Developer,Web Server,Haiti
ALERT_0006147,2023-07-28 21:51:37.313868,Low,,1.7,42.0,2.0,12.8,44.3,619.0,,Finance,API Gateway,Bhutan
ALERT_0002030,2023-03-14 14:47:31.148388,Low,Phishing,0.5,77.7,2.0,58.9,59.1,705.0,29.47.163.198,,Endpoint,Sweden
ALERT_0000038,2023-01-02 03:37:37.778806,High,Malware,6.2,85.5,11.0,86.3,79.7,1599.0,69.247.32.79,,Web Server,Belize
ALERT_0007637,2023-09-18 11:34:58.749634,Low,Phishing,2.2,42.7,1.0,91.4,65.6,1492.0,,Finance,Endpoint,Dominica
ALERT_0007574,2023-09-15 23:01:00.591499,Medium,,5.2,38.9,7.0,81.2,58.4,1215.0,205.29.86.106,Developer,API Gateway,Malawi
ALERT_0002019,2023-03-14 06:21:39.479430,Low,,1.1,49.3,1.0,46.6,40.0,914.0,,Finance,Cloud Instance,Estonia
ALERT_0002112,2023-03-17 05:57:21.680670,Low,Phishing,4.0,77.8,1.0,62.7,59.3,,218.73.12.11,Finance,Web Server,Qatar
ALERT_0002403,2023-03-26 06:33:43.310819,Low,Phishing,0.5,65.5,4.0,40.4,59.7,651.0,,Finance,Web Server,Bulgaria
ALERT_0000749,2023-01-28 06:20:13.393567,Low,,1.7,71.6,,60.9,77.0,777.0,,Developer,,New Caledonia
ALERT_0007568,2023-09-15 18:03:28.587841,Medium,Brute Force,5.9,59.3,9.0,43.1,27.7,2776.0,,Developer,Web Server,Norway
ALERT_0002457,2023-03-28 15:52:54.048112,Low,,3.7,82.3,3.0,66.2,68.9,312.0,119.24.94.77,Admin,,Malta
ALERT_0007513,2023-09-14 02:13:16.557530,Low,Brute Force,0.0,29.6,1.0,23.3,52.6,527.0,,Developer,Endpoint,Venezuela
ALERT_0002345,2023-03-23 22:40:41.269680,Low,Malware,1.4,64.9,2.0,49.7,43.6,1064.0,22.212.236.60,Developer,Web Server,Qatar
ALERT_0000096,2023-01-04 02:33:26.822595,Low,,1.4,36.1,2.0,49.9,32.2,418.0,,Support,Database,Bhutan
ALERT_0006252,2023-08-01 16:09:13.685940,Low,Malware,0.6,72.4,2.0,0.0,73.9,,,Developer,Endpoint,Nauru
ALERT_0007865,2023-09-25 12:44:49.545060,Medium,,5.1,62.6,3.0,42.0,85.3,0.0,105.43.186.168,,API Gateway,French Polynesia
ALERT_0005224,2023-06-28 12:09:18.888870,Low,Data Exfiltration,1.8,41.1,3.0,0.0,7.4,649.0,133.204.176.66,Support,Web Server,Bhutan
ALERT_0002115,2023-03-17 06:44:51.810710,Low,Phishing,1.3,78.5,,21.0,61.4,7.0,212.201.135.2,Finance,Endpoint,Egypt
ALERT_0002587,2023-04-01 22:55:19.556359,Medium,DDoS,1.6,9.0,7.0,31.9,69.2,1729.0,,Finance,Endpoint,Malta
ALERT_0005199,2023-06-27 10:35:05.359252,Medium,,5.4,20.7,,77.0,90.4,3311.0,,Admin,Database,Cuba
ALERT_0003440,2023-05-02 06:29:53.450359,High,Malware,6.8,57.3,25.0,91.2,100.0,2672.0,5.98.235.67,Contractor,,Argentina
ALERT_0003555,2023-05-05 04:23:26.882159,Low,Phishing,0.6,70.1,1.0,30.7,58.4,407.0,178.247.113.172,Developer,Web Server,Cocos (Keeling) Islands
ALERT_0000454,2023-01-17 07:53:21.883318,Low,Phishing,0.5,83.2,3.0,,,1703.0,,Developer,API Gateway,
ALERT_0006585,2023-08-12 18:49:56.923177,Low,DDoS,0.4,81.1,1.0,21.0,27.0,,63.229.23.143,Finance,Endpoint,Lithuania
ALERT_0002813,2023-04-09 03:28:03.344035,Low,,1.6,30.7,4.0,43.2,79.1,696.0,54.206.75.178,,Cloud Instance,Nauru
ALERT_0002837,2023-04-10 03:31:36.108457,Low,Phishing,2.1,37.3,1.0,,57.4,,,,Database,Tunisia
ALERT_0000252,2023-01-09 17:49:22.389692,Low,Brute Force,4.0,58.6,1.0,41.8,17.5,2590.0,106.105.131.222,Support,Web Server,Saudi Arabia
ALERT_0006636,2023-08-14 09:02:04.784605,Low,Brute Force,2.5,57.2,2.0,5.1,100.0,1926.0,,,Web Server,Oman
ALERT_0001023,2023-02-07 04:26:03.200783,Medium,,5.3,46.5,7.0,82.7,95.7,0.0,,Support,Database,French Polynesia
ALERT_0007648,2023-09-18 23:45:15.088773,Low,Malware,4.1,55.9,1.0,46.1,35.1,189.0,37.109.110.90,Developer,API Gateway,Congo
ALERT_0001011,2023-02-06 16:05:32.242129,Low,,1.7,27.3,5.0,70.2,56.5,2685.0,,Contractor,Web Server,
ALERT_0004650,2023-06-09 04:40:35.411761,Medium,DDoS,4.0,58.7,3.0,52.4,95.3,1931.0,,Finance,Endpoint,Swaziland
ALERT_0006002,2023-07-24 02:17:00.064371,Low,,0.0,16.7,2.0,,25.5,782.0,178.64.197.69,Developer,API Gateway,Burundi
ALERT_0001673,2023-03-01 13:23:14.984922,Medium,Malware,,34.7,9.0,66.4,89.1,,,Finance,Endpoint,French Guiana
ALERT_0000626,2023-01-23 19:48:42.351564,High,DDoS,5.6,41.4,9.0,50.8,69.2,753.0,5.8.173.231,Contractor,Web Server,Sweden
ALERT_0007794,2023-09-22 17:30:31.486633,Low,,,56.9,1.0,33.2,35.0,1440.0,37.199.5.118,Support,API Gateway,Pakistan
ALERT_0002111,2023-03-17 05:38:20.658921,Low,Data Exfiltration,1.8,78.9,1.0,18.6,58.0,0.0,,Finance,Endpoint,Portugal
ALERT_0001466,2023-02-22 16:21:37.000822,Low,Phishing,2.5,77.8,1.0,,57.9,1148.0,178.25.37.45,Contractor,API Gateway,Antarctica (the territory South of 60 deg S)
ALERT_0007530,2023-09-14 14:06:31.219830,Low,,2.3,67.9,1.0,41.7,53.9,488.0,,Developer,Database,Seychelles
ALERT_0004735,2023-06-12 10:05:11.677976,Low,Phishing,3.2,85.8,,49.4,30.7,0.0,,Contractor,Endpoint,Niger
ALERT_0004267,2023-05-28 19:07:02.099596,Low,Phishing,0.1,62.5,1.0,9.8,79.1,1173.0,111.20.206.210,Finance,Endpoint,Cook Islands
ALERT_0003092,2023-04-19 09:05:59.304505,Low,Malware,0.2,63.3,2.0,30.1,66.5,685.0,207.14.1.178,,Cloud Instance,
ALERT_0006973,2023-08-27 04:28:51.777118,Low,Phishing,3.0,81.3,1.0,56.0,38.9,119.0,,,API Gateway,Lesotho
ALERT_0001889,2023-03-09 09:20:04.952661,High,,9.2,27.7,16.0,,,1093.0,,Finance,API Gateway,Belgium
ALERT_0001609,2023-02-27 18:44:32.166916,Low,DDoS,,47.0,1.0,27.6,21.0,249.0,,,,Sao Tome and Principe
ALERT_0001745,2023-03-04 13:02:11.858994,Low,Malware,1.2,57.9,2.0,46.8,55.1,1914.0,,,Database,Afghanistan
ALERT_0000158,2023-01-06 05:06:15.300155,Low,,0.9,71.4,1.0,35.5,47.0,4075.0,54.39.42.236,Contractor,Web Server,Ghana
ALERT_0002440,2023-03-27 22:39:17.011318,Medium,,8.4,36.4,3.0,49.6,51.2,1556.0,,Developer,Web Server,Burkina Faso
ALERT_0002200,2023-03-19 19:44:19.239343,Low,Phishing,,47.2,5.0,51.7,47.9,602.0,,Developer,API Gateway,Djibouti
ALERT_0003095,2023-04-19 17:01:23.806489,Low,,2.8,70.1,,12.4,42.1,,25.189.250.68,Developer,Web Server,Netherlands
ALERT_0006214,2023-07-31 08:14:30.096100,Low,Malware,1.2,85.0,1.0,42.5,,1243.0,,Finance,Database,Kenya
ALERT_0000504,2023-01-19 06:42:41.773123,Medium,,1.2,46.7,13.0,69.3,95.9,5013.0,,Support,Endpoint,Sao Tome and Principe
ALERT_0006187,2023-07-30 12:01:52.386132,Low,Data Exfiltration,0.0,67.4,3.0,38.3,61.9,0.0,160.191.74.39,,API Gateway,Malawi
ALERT_0000316,2023-01-12 07:15:24.737004,Low,Phishing,1.8,76.5,1.0,,47.2,1476.0,,,Cloud Instance,Iran
ALERT_0000711,2023-01-26 13:55:39.332051,Low,Phishing,,29.2,1.0,24.7,75.0,0.0,1.110.132.172,,Endpoint,
ALERT_0003969,2023-05-18 05:34:22.153783,Low,Brute Force,2.8,57.6,1.0,52.8,56.7,1442.0,,Support,API Gateway,Ghana
ALERT_0004175,2023-05-25 09:53:41.339884,Low,Phishing,0.3,57.7,1.0,57.2,59.4,2254.0,215.236.117.205,Support,Endpoint,Croatia
ALERT_0003718,2023-05-10 12:47:17.264827,Low,,,68.5,4.0,47.0,61.9,4229.0,50.66.134.198,Admin,Web Server,United States of America
ALERT_0007083,2023-08-30 18:50:04.973289,Low,,2.6,47.7,5.0,16.9,15.5,350.0,163.51.141.190,,Web Server,Svalbard & Jan Mayen Islands
ALERT_0000857,2023-02-01 06:26:09.964928,Low,Malware,3.9,55.4,2.0,50.7,75.1,1385.0,205.46.5.88,Support,,United Arab Emirates
ALERT_0003323,2023-04-27 19:11:44.698889,Low,Phishing,1.7,69.4,1.0,47.1,16.5,2146.0,80.168.21.178,Contractor,Database,Iran
ALERT_0005003,2023-06-21 00:59:28.651854,Medium,Brute Force,3.6,34.5,5.0,45.7,98.7,1619.0,70.238.125.231,Support,Cloud Instance,South Georgia and the South Sandwich Islands
ALERT_0002657,2023-04-04 03:20:47.261398,Medium,,1.4,56.4,2.0,49.8,73.0,1781.0,,Support,Endpoint,Kyrgyz Republic
ALERT_0000320,2023-01-12 07:37:51.535078,Low,Malware,0.5,49.9,1.0,51.2,59.9,2541.0,,Support,Web Server,Armenia
ALERT_0000430,2023-01-16 08:34:24.216099,Medium,Phishing,0.5,44.1,8.0,76.1,85.0,1403.0,222.154.44.165,Support,Web Server,New Caledonia
ALERT_0001019,2023-02-07 01:51:11.726472,Low,Phishing,2.0,91.7,5.0,23.5,74.7,,,Support,Database,Afghanistan
ALERT_0001427,2023-02-21 03:23:30.732753,Low,Brute Force,1.6,24.5,,,77.1,972.0,,Developer,Endpoint,Bangladesh
ALERT_0007943,2023-09-27 19:03:59.727887,Low,Malware,1.7,65.1,,14.2,44.9,778.0,,Contractor,Web Server,Italy
ALERT_0003704,2023-05-10 03:37:30.814563,Low,Phishing,0.5,83.2,1.0,27.2,70.4,1831.0,,Finance,Web Server,
ALERT_0006544,2023-08-11 05:02:23.170908,Low,Brute Force,0.5,62.3,4.0,74.9,69.6,521.0,,Support,Web Server,Swaziland
ALERT_0002108,2023-03-17 04:35:49.393878,Low,,2.9,72.9,,39.2,69.7,1583.0,216.204.32.196,Developer,API Gateway,Finland
ALERT_0007146,2023-09-01 15:10:14.560784,Medium,Malware,1.5,21.7,3.0,43.8,78.6,,,Contractor,Endpoint,Nepal
ALERT_0006606,2023-08-13 08:50:21.229939,Medium,,3.7,53.4,7.0,33.2,87.4,,,Contractor,API Gateway,Pakistan
ALERT_0007531,2023-09-14 14:28:38.820696,Medium,Brute Force,,60.6,4.0,30.9,68.4,284.0,53.197.79.22,Contractor,API Gateway,Puerto Rico
ALERT_0007979,2023-09-28 23:18:10.274116,Low,Malware,1.7,46.2,1.0,12.1,23.7,0.0,213.106.228.206,,,Cape Verde
ALERT_0007945,2023-09-27 21:56:37.366394,Low,Malware,2.8,33.5,,28.1,,,139.215.239.16,Support,API Gateway,Korea
ALERT_0001194,2023-02-12 15:39:35.934399,Low,Phishing,0.7,45.3,1.0,21.9,40.0,1205.0,,Developer,Endpoint,Uzbekistan
ALERT_0006358,2023-08-04 23:41:28.226577,Low,,3.0,88.1,1.0,24.7,88.0,878.0,,Support,Endpoint,
ALERT_0004114,2023-05-22 23:20:05.169298,Low,Malware,2.5,78.7,2.0,61.8,,1225.0,154.98.84.104,Support,Web Server,Malta
ALERT_0005741,2023-07-14 12:08:03.937109,Low,Brute Force,2.1,63.0,2.0,61.7,45.1,1637.0,82.2.138.227,Support,Web Server,Saint Vincent and the Grenadines
ALERT_0001841,2023-03-07 17:40:28.958319,Medium,,2.0,52.4,1.0,27.5,12.8,,122.157.151.113,Contractor,Cloud Instance,Vanuatu
ALERT_0002535,2023-03-30 22:15:26.437203,Low,,0.0,37.7,4.0,15.9,1.7,,38.59.194.80,,API Gateway,Ukraine
ALERT_0001863,2023-03-08 10:17:43.401200,Medium,Brute Force,1.6,53.7,4.0,100.0,92.5,659.0,,Support,Database,Malawi
ALERT_0005837,2023-07-18 06:23:59.004123,Low,,0.5,61.9,1.0,48.2,,2430.0,,,Cloud Instance,Seychelles
ALERT_0007774,2023-09-22 11:52:54.787326,Low,Phishing,3.8,34.2,1.0,46.0,90.2,730.0,1.160.171.43,Finance,Endpoint,Grenada
ALERT_0006700,2023-08-16 15:53:37.034713,Low,,2.1,67.7,1.0,,,2335.0,177.150.175.227,Developer,Cloud Instance,Sao Tome and Principe
ALERT_0003046,2023-04-18 01:13:33.301806,Low,Phishing,2.0,74.7,1.0,98.8,,1765.0,189.109.30.212,Contractor,Database,Turkey
ALERT_0002629,2023-04-03 11:43:33.664821,Medium,Phishing,6.4,39.0,8.0,76.1,46.5,2806.0,,Finance,Web Server,
ALERT_0004229,2023-05-27 09:11:47.684981,Medium,Brute Force,6.8,29.1,9.0,89.5,95.4,1047.0,,,API Gateway,Germany
ALERT_0006061,2023-07-26 00:56:37.355574,Low,DDoS,2.7,43.8,5.0,16.9,51.9,0.0,198.168.32.153,Developer,Cloud Instance,
ALERT_0004230,2023-05-27 10:08:12.566120,Medium,Malware,,35.6,1.0,,93.8,864.0,9.190.232.27,,Database,Palestinian Territory
ALERT_0001282,2023-02-16 01:32:22.033429,Low,Phishing,1.8,40.6,1.0,25.6,59.2,826.0,93.119.246.103,Finance,Cloud Instance,
ALERT_0007741,2023-09-21 13:31:29.262109,Low,Brute Force,2.1,24.1,1.0,23.4,76.5,2469.0,56.206.6.255,Developer,Web Server,Anguilla
ALERT_0007289,2023-09-06 06:32:04.033090,Low,,3.5,63.7,1.0,56.3,48.5,989.0,221.4.130.4,,Endpoint,Denmark
ALERT_0005503,2023-07-06 21:00:24.898897,Low,,4.6,69.3,1.0,,46.9,732.0,100.51.164.162,Contractor,Endpoint,Albania
ALERT_0004221,2023-05-26 19:42:50.266547,Low,DDoS,1.2,48.9,3.0,4.1,15.7,1618.0,,Developer,Database,Suriname
ALERT_0004546,2023-06-06 04:50:42.375637,Low,Brute Force,0.0,56.3,1.0,45.6,42.3,1324.0,,Contractor,Database,Netherlands
ALERT_0007699,2023-09-20 08:56:34.951301,Medium,,5.0,88.3,10.0,,86.8,,,Support,,
ALERT_0000744,2023-01-27 18:02:14.515514,Low,,,82.4,1.0,14.7,14.4,1517.0,200.207.154.203,,Database,Jordan
ALERT_0005529,2023-07-07 17:42:09.167033,Low,Malware,0.2,65.6,1.0,75.3,40.8,1954.0,57.245.64.126,Finance,Web Server,Isle of Man
ALERT_0002234,2023-03-20 18:46:56.693375,Low,,1.7,51.0,,38.5,,,197.158.195.76,Finance,Web Server,Malta
ALERT_0004505,2023-06-04 22:00:30.290789,Low,Phishing,2.0,57.6,6.0,30.1,52.3,1330.0,,Finance,API Gateway,Bulgaria
ALERT_0006247,2023-08-01 12:07:45.825159,Medium,Malware,5.2,25.9,8.0,89.6,36.0,,102.83.19.242,Admin,Endpoint,Tonga
ALERT_0006097,2023-07-27 04:33:54.490889,Low,Phishing,2.9,81.3,2.0,41.4,,,,Support,Web Server,Canada
ALERT_0007771,2023-09-22 10:47:56.841174,Low,Malware,2.7,56.4,5.0,35.7,45.8,611.0,,Support,API Gateway,Namibia
ALERT_0005278,2023-06-29 23:55:41.496707,Low,Brute Force,1.0,68.1,1.0,30.3,64.2,809.0,,,Cloud Instance,Cayman Islands
ALERT_0003616,2023-05-07 10:29:57.794627,Medium,Data Exfiltration,2.2,67.3,2.0,90.5,91.5,0.0,,Support,,Guyana
ALERT_0004790,2023-06-14 08:37:22.114710,Low,,4.8,54.3,2.0,29.2,27.2,1901.0,,Support,Cloud Instance,Montserrat
ALERT_0007497,2023-09-13 14:00:05.542355,Low,,0.4,62.0,7.0,57.7,0.0,1125.0,84.99.182.214,Support,Database,Serbia
ALERT_0002698,2023-04-05 01:10:52.867912,Medium,Malware,1.0,28.5,5.0,59.2,63.5,0.0,,Developer,Cloud Instance,Madagascar
ALERT_0001702,2023-03-02 12:31:01.988024,Low,,,22.3,1.0,69.4,,654.0,35.220.206.225,Finance,Database,Mauritius
ALERT_0000997,2023-02-06 08:16:47.532253,Low,Malware,3.0,78.4,,42.6,47.2,590.0,,Finance,Database,Venezuela
ALERT_0004039,2023-05-20 01:01:59.999515,Medium,,,36.9,6.0,56.4,80.3,1290.0,,Finance,Endpoint,French Guiana
ALERT_0004658,2023-06-09 14:02:20.848451,High,Phishing,,61.9,13.0,,68.9,261.0,,Developer,Web Server,Cambodia
ALERT_0007907,2023-09-26 16:38:55.103847,Low,Data Exfiltration,3.0,96.1,,,33.5,1350.0,50.19.208.227,,Endpoint,Mauritania
ALERT_0004718,2023-06-11 18:22:12.773822,Low,DDoS,1.0,72.9,,64.3,,470.0,,Finance,API Gateway,French Southern Territories
ALERT_0004716,2023-06-11 17:21:48.517030,Low,Phishing,1.0,30.8,1.0,,9.6,716.0,,Finance,Web Server,Cocos (Keeling) Islands
ALERT_0003483,2023-05-02 23:17:09.843452,Low,,0.0,65.8,1.0,40.3,64.9,748.0,,Finance,Endpoint,Cameroon
ALERT_0006370,2023-08-05 06:20:07.035788,Low,Malware,3.2,42.4,,16.6,69.6,,,Support,Web Server,
ALERT_0005894,2023-07-20 00:08:20.312688,Low,Brute Force,1.4,54.4,4.0,49.2,67.4,548.0,27.67.210.154,Support,Web Server,Western Sahara
ALERT_0005147,2023-06-25 07:33:54.667990,High,Phishing,7.8,63.6,14.0,100.0,70.6,,,,,Georgia
ALERT_0001085,2023-02-08 22:27:01.661480,Low,Phishing,,52.7,1.0,64.0,72.9,70.0,136.36.156.114,Developer,Web Server,Martinique
ALERT_0002267,2023-03-21 16:10:02.712084,Medium,,1.4,46.7,6.0,46.4,50.1,6.0,45.83.165.154,Support,,Brunei Darussalam
